season,home_team,away_team,home_score,away_score,location
2018,North Florida,Lipscomb,102,96,1
2018,Stetson,NJIT,80,67,1
2018,American U,Loyola-MD,76,65,1
2018,Boston U,Colgate,72,58,1
2018,Bucknell,Lehigh,78,65,1
2018,Navy,Holy Cross,61,56,1
2018,Northern Kentucky,Wright St,81,84,1
2018,Appalachian St,Georgia St,58,71,1
2018,Coastal Carolina,GA-Southern,66,77,1
2018,Illinois,Iowa,97,104,1
2018,Western Illinois,NE-Omaha,66,87,1
2018,North Dakota St,Denver,61,67,1
2018,South Dakota St,Oral Roberts,78,75,1
2018,AR-Little Rock,TX-Arlington,77,65,1
2018,Jacksonville St,Murray St,76,71,1
2018,SIU-Edwardsville,Belmont,61,76,1
2018,Arkansas St,Texas St,67,73,1
2018,Tennessee Tech,Austin Peay,86,74,1
2018,SE Missouri St,Morehead St,78,75,1
2018,TN-Martin,Eastern Kentucky,70,78,1
2018,North Carolina St,Clemson,78,77,1
2018,East Carolina,Wichita St,60,95,1
2018,Washington St,Stanford,70,79,1
2018,Arizona,Oregon St,62,53,1
2018,Utah Valley St,Kansas City,95,59,1
2018,Grand Canyon,New Mexico St,59,70,1
2018,UTEP,Florida Atlantic,66,73,1
2018,Arizona St,Oregon,72,76,1
2018,Seattle,Chicago St,67,64,1
2018,Cal St-Bakersfield,TX-Rio Grande,74,87,1
2018,Portland St,Montana St,93,74,1
2018,UC-Irvine,Cal St-Fullerton,64,67,1
2018,Washington,California,66,56,1
2018,UCLA,Utah,83,64,1
2018,Dayton,VCU,106,79,1
2018,Kent St,Ohio,70,69,1
2018,Princeton,Columbia,72,56,1
2018,Pennsylvania,Cornell,69,61,1
2018,IL-Chicago,WI-Milwaukee,88,73,1
2018,Hampton,Delaware St,78,56,1
2018,Butler,Marquette,94,83,1
2018,Penn St,Nebraska,76,74,1
2018,Niagara,Monmouth,78,77,1
2018,Canisius,St Peters,70,58,1
2018,Rider,Quinnipiac,78,60,1
2018,Oakland,Cleveland St,81,68,1
2018,Detroit Mercy,Youngstown St,93,91,1
2018,IUPUI,Green Bay,67,61,1
2018,Campbell,High Point,65,64,1
2018,Gardner-Webb,Radford,59,54,1
2018,Liberty,Longwood,51,58,1
2018,Presbyterian,NC-Asheville,56,76,1
2018,Charleston Southern,Winthrop,53,64,1
2018,Yale,Brown,78,72,1
2018,DePaul,Providence,64,71,1
2018,Eastern Washington,Idaho,51,58,1
2018,Santa Clara,BYU,50,84,1
2018,San Diego,Loyola Marymount,75,71,1
2018,Portland,Pacific,54,66,1
2018,Pepperdine,St Marys,67,91,1
2018,Western Carolina,NC-Greensboro,55,66,1
2018,Nicholls St,Central Arkansas,86,79,1
2018,Western Michigan,Ball St,73,58,1
2018,Northern Illinois,Eastern Michigan,72,66,1
2018,Central Conn St,Bryant,80,76,1
2018,Fairleigh Dickinson,Robert Morris,75,81,1
2018,LIU-Brooklyn,Wagner,69,67,1
2018,North Dakota,Weber St,89,79,1
2018,Northern Colorado,Idaho St,94,80,1
2018,Southern Utah,Northern Arizona,81,75,1
2018,Portland St,Montana,89,92,1
2018,Pennsylvania,Columbia,77,71,1
2018,Princeton,Cornell,91,54,1
2018,Nevada,Utah St,83,57,1
2018,UC-Riverside,Long Beach St,68,75,1
2018,Old Dominion,Marshall,82,76,1
2018,Middle Tenn St,Southern Miss,69,49,1
2018,Charlotte,Western Kentucky,63,73,1
2018,UTSA,Florida Atlantic,69,73,1
2018,UAB,Louisiana Tech,74,62,1
2018,North Carolina A&T,Morgan St,69,67,1
2018,Alabama St,Alabama A&M,70,67,1
2018,Jackson St,TX-Southern,85,80,1
2018,Rhode Island,St Bonaventure,87,73,1
2018,Duke,Wake Forest,89,71,1
2018,Michigan St,Michigan,72,82,1
2018,Minnesota,Purdue,47,81,1
2018,Seton Hall,Georgetown,74,61,1
2018,Kansas,Kansas St,73,72,1
2018,Maine,Albany,66,84,1
2018,MA-Lowell,UMBC,62,89,1
2018,Duquesne,La Salle,101,94,1
2018,Boston College,Dartmouth,86,72,1
2018,Ole Miss,Florida,78,72,1
2018,Georgia,South Carolina,57,64,1
2018,Tulane,UConn,57,67,1
2018,Citadel,Chattanooga,110,101,1
2018,Oklahoma,TCU,102,97,1
2018,Pittsburgh,Georgia Tech,54,69,1
2018,Florida St,Syracuse,101,90,1
2018,Temple,Memphis,72,75,1
2018,Arizona,Oregon,90,83,1
2018,Xavier,Creighton,92,70,1
2018,Texas Tech,West Virginia,72,71,1
2018,Hartford,Binghamton,97,65,1
2018,Akron,Bowling Green,80,78,1
2018,Buffalo,Miami-OH,82,66,1
2018,St Francis-PA,Mt St Marys,80,81,1
2018,Vermont,Stony Brook,73,62,1
2018,George Mason,St Louis,86,81,1
2018,Clemson,Miami-FL,72,63,1
2018,Iowa St,Baylor,75,65,1
2018,South Dakota St,Denver,94,72,1
2018,North Dakota St,Oral Roberts,82,64,1
2018,Drake,Evansville,81,65,1
2018,Rice,North Texas,78,85,1
2018,Mississippi St,Auburn,68,76,1
2018,Appalachian St,GA-Southern,59,60,1
2018,Coastal Carolina,Georgia St,58,72,1
2018,Louisville,Virginia Tech,94,86,1
2018,Vanderbilt,Kentucky,67,74,1
2018,Washington St,California,78,53,1
2018,Mercer,Samford,81,50,1
2018,East Tennessee St,VMI,89,48,1
2018,Northwestern St,Abilene Christian,58,69,1
2018,Loyola-Chicago,Bradley,81,65,1
2018,Seattle,Kansas City,77,75,1
2018,St Francis-NY,Sacred Heart,52,92,1
2018,James Madison,Delaware,60,61,1
2018,Drexel,Hofstra,86,91,1
2018,William & Mary,Towson,73,99,1
2018,Wyoming,Colorado St,73,78,1
2018,Stetson,SC-Upstate,87,69,1
2018,Bethune-Cookman,Florida A&M,99,81,1
2018,NC-Central,Coppin St,81,61,1
2018,South Carolina St,Howard,91,88,1
2018,South Alabama,Troy,64,79,1
2018,Eastern Illinois,Belmont,66,75,1
2018,Richmond,George Washington,78,68,1
2018,Central Michigan,Toledo,82,93,1
2018,Jacksonville St,Austin Peay,67,87,1
2018,Oklahoma St,Texas,65,64,1
2018,San Jose St,Air Force,71,78,1
2018,New Orleans,Texas A&M-CC,61,55,1
2018,SE Missouri St,Eastern Kentucky,86,91,1
2018,Notre Dame,North Carolina,68,69,1
2018,Tennessee,Texas A&M,75,62,1
2018,Arkansas,Missouri,65,63,1
2018,Arizona St,Oregon St,77,75,1
2018,SE Louisiana,McNeese St,62,71,1
2018,Southern Illinois,Illinois St,74,70,1
2018,AR-Little Rock,Texas St,70,72,1
2018,Jacksonville,Lipscomb,87,69,1
2018,Savannah St,MD-Eastern Shore,87,59,1
2018,Miss Valley St,Alcorn St,63,77,1
2018,Grambling St,Prairie View A&M,80,71,1
2018,South Florida,Cincinnati,55,78,1
2018,Wofford,Furman,79,70,1
2018,Stephen F Austin,Incarnate Word,83,63,1
2018,IPFW,NE-Omaha,82,78,1
2018,Elon,Coll of Charleston,63,58,1
2018,TN-Martin,Morehead St,67,71,1
2018,Marist,Fairfield,95,89,1
2018,Manhattan,Siena,72,61,1
2018,NC-Wilmington,Northeastern,77,81,1
2018,Fresno St,New Mexico,89,80,1
2018,FL-Gulf Coast,NJIT,68,54,1
2018,North Florida,Kennesaw St,85,78,1
2018,Sam Houston St,Houston Christian,81,68,1
2018,Tulsa,Wichita St,69,72,1
2018,Washington,Stanford,64,73,1
2018,St Johns,Villanova,71,78,1
2018,Northern Iowa,Valparaiso,81,76,1
2018,Arkansas St,TX-Arlington,71,97,1
2018,Louisiana,LA-Monroe,82,48,1
2018,SIU-Edwardsville,Tennessee St,82,79,1
2018,LSU,Alabama,66,74,1
2018,Tennessee Tech,Murray St,45,71,1
2018,Grand Canyon,TX-Rio Grande,84,71,1
2018,Utah Valley St,Chicago St,83,58,1
2018,Cal St-Fullerton,UC-Davis,85,70,1
2018,UTEP,Florida Intl,72,68,1
2018,San Francisco,Gonzaga,65,75,1
2018,Cal St-Bakersfield,New Mexico St,53,66,1
2018,Sacramento St,Montana St,87,68,1
2018,Boise St,San Diego St,83,80,1
2018,Cal St-Northridge,UC-Irvine,54,71,1
2018,UCLA,Colorado,59,68,1
2018,AR-Pine Bluff,Southern U,78,76,1
2018,Hawaii,UC-Santa Barbara,77,76,1
2018,Indiana,Northwestern,66,46,1
2018,UMass,St Josephs,72,69,1
2018,Iona,Rider,91,64,1
2018,Holy Cross,Boston U,40,54,1
2018,East Carolina,Houston,49,65,1
2018,Niagara,St Peters,73,70,1
2018,Canisius,Monmouth,94,79,1
2018,Lehigh,American U,76,66,1
2018,Loyola-MD,Lafayette,83,77,1
2018,Navy,Army,62,64,1
2018,Missouri St,Indiana St,76,73,1
2018,Fordham,Davidson,45,75,1
2018,Virginia,North Carolina St,68,51,1
2018,Rutgers,Ohio St,46,68,1
2018,USC,Utah,84,67,1
2018,Western Carolina,VMI,65,58,1
2018,UMBC,Hartford,78,56,1
2018,MA-Lowell,New Hampshire,62,74,1
2018,Winthrop,Gardner-Webb,90,67,1
2018,Stetson,Bethune-Cookman,62,74,1
2018,Wright St,Youngstown St,77,67,1
2018,Providence,Butler,70,60,1
2018,Michigan,Maryland,68,67,1
2018,Miami-FL,Duke,75,83,1
2018,Boston College,Florida St,81,75,1
2018,Penn St,Minnesota,84,95,1
2018,Mercer,Chattanooga,75,71,1
2018,Binghamton,Albany,79,66,1
2018,Vermont,Maine,83,62,1
2018,Colgate,Bucknell,51,63,1
2018,Longwood,Campbell,76,62,1
2018,NC-Asheville,Charleston Southern,83,73,1
2018,High Point,Presbyterian,73,49,1
2018,Radford,Liberty,59,57,1
2018,Northern Kentucky,Cleveland St,70,55,1
2018,Green Bay,WI-Milwaukee,99,92,1
2018,IL-Chicago,Oakland,68,78,1
2018,Nebraska,Illinois,64,63,1
2018,Marquette,DePaul,70,52,1
2018,Baylor,Oklahoma St,76,60,1
2018,West Virginia,Kansas,66,71,1
2018,AR-Pine Bluff,Alcorn St,71,59,1
2018,Florida A&M,Delaware St,94,89,1
2018,Grambling St,TX-Southern,79,78,1
2018,Jackson St,Prairie View A&M,79,71,1
2018,NC-Central,Morgan St,77,63,1
2018,North Carolina A&T,Coppin St,60,47,1
2018,Savannah St,Howard,91,90,1
2018,South Carolina St,MD-Eastern Shore,66,62,1
2018,Miss Valley St,Southern U,70,78,1
2018,Nicholls St,Texas A&M-CC,91,61,1
2018,Kent St,Western Michigan,73,71,1
2018,Miami-OH,Bowling Green,70,81,1
2018,Notre Dame,Louisville,78,82,1
2018,North Carolina,Clemson,87,79,1
2018,Purdue,Wisconsin,78,50,1
2018,LSU,Georgia,60,61,1
2018,Mississippi St,Vanderbilt,80,62,1
2018,UCF,Cincinnati,38,49,1
2018,Eastern Michigan,Akron,63,49,1
2018,Ohio,Toledo,57,91,1
2018,Ball St,Central Michigan,82,76,1
2018,Buffalo,Northern Illinois,95,67,1
2018,IUPUI,Detroit Mercy,81,66,1
2018,North Dakota St,North Dakota,77,86,1
2018,Northern Iowa,Drake,68,54,1
2018,Syracuse,Pittsburgh,59,45,1
2018,Texas A&M,Ole Miss,71,69,1
2018,South Carolina,Kentucky,76,68,1
2018,Memphis,UConn,73,49,1
2018,Kansas St,Oklahoma,87,69,1
2018,St Louis,Duquesne,76,63,1
2018,George Washington,George Mason,80,68,1
2018,VCU,Richmond,52,67,1
2018,Holy Cross,Army,70,66,1
2018,UC-Davis,Long Beach St,84,75,1
2018,Temple,Tulsa,59,58,1
2018,Georgetown,Villanova,56,88,1
2018,St Josephs,Dayton,81,65,1
2018,Rutgers,Iowa,80,64,1
2018,Florida,Arkansas,88,73,1
2018,Alabama,Auburn,76,71,1
2018,East Carolina,South Florida,90,52,1
2018,Wichita St,SMU,78,83,1
2018,Illinois St,Bradley,70,57,1
2018,La Salle,Fordham,75,67,1
2018,Rhode Island,UMass,73,51,1
2018,Boston U,American U,58,69,1
2018,Loyola-MD,Bucknell,70,78,1
2018,Lehigh,Colgate,72,76,1
2018,Lafayette,Navy,72,75,1
2018,Sam Houston St,Northwestern St,75,52,1
2018,Tulane,Houston,81,72,1
2018,Abilene Christian,Stephen F Austin,66,76,1
2018,New Orleans,Central Arkansas,57,81,1
2018,SE Louisiana,Houston Christian,85,69,1
2018,Incarnate Word,Lamar,69,90,1
2018,Texas,Texas Tech,67,58,1
2018,Western Illinois,IPFW,75,74,1
2018,South Dakota,Oral Roberts,82,70,1
2018,Evansville,Indiana St,66,71,1
2018,Loyola-Chicago,Southern Illinois,79,65,1
2018,Missouri St,Valparaiso,64,57,1
2018,Creighton,Seton Hall,80,63,1
2018,Xavier,St Johns,88,82,1
2018,Northwestern,Ohio St,65,71,1
2018,Missouri,Tennessee,59,55,1
2018,California,Arizona,58,79,1
2018,TCU,Iowa St,96,73,1
2018,Colorado St,Air Force,71,76,1
2018,Boise St,Utah St,71,67,1
2018,UC-Santa Barbara,Cal St-Fullerton,83,64,1
2018,San Jose St,Nevada,54,71,1
2018,Stanford,Arizona St,86,77,1
2018,San Diego St,Fresno St,73,77,1
2018,UNLV,New Mexico,81,85,1
2018,UC-Riverside,Cal St-Northridge,57,66,1
2018,Pacific,Pepperdine,92,78,1
2018,San Diego,Portland,49,55,1
2018,San Francisco,Santa Clara,62,65,1
2018,New Mexico St,Seattle,75,62,1
2018,LIU-Brooklyn,Bryant,83,79,1
2018,Central Conn St,Fairleigh Dickinson,66,65,1
2018,Sacred Heart,Robert Morris,60,74,1
2018,Northern Arizona,Eastern Washington,76,81,1
2018,Weber St,Sacramento St,80,64,1
2018,Idaho St,Portland St,83,87,1
2018,Southern Utah,Idaho,76,80,1
2018,William & Mary,Northeastern,70,90,1
2018,WI-Milwaukee,Northern Kentucky,64,91,1
2018,Gardner-Webb,Presbyterian,61,53,1
2018,Marshall,Middle Tenn St,73,63,1
2018,Florida Intl,Old Dominion,54,64,1
2018,Western Kentucky,UAB,77,69,1
2018,Furman,East Tennessee St,61,62,1
2018,NC-Greensboro,Citadel,72,58,1
2018,VMI,Mercer,56,62,1
2018,Albany,MA-Lowell,70,62,1
2018,Stony Brook,Binghamton,77,66,1
2018,Coll of Charleston,NC-Wilmington,80,76,1
2018,St Francis-NY,Mt St Marys,81,73,1
2018,Wagner,St Francis-PA,73,64,1
2018,Morehead St,Jacksonville St,57,58,1
2018,Belmont,Murray St,79,72,1
2018,Siena,Marist,68,65,1
2018,Quinnipiac,Niagara,73,81,1
2018,Hofstra,Delaware,90,63,1
2018,Towson,Drexel,90,68,1
2018,James Madison,Elon,85,74,1
2018,Maine,Hartford,68,86,1
2018,New Hampshire,Vermont,56,67,1
2018,SC-Upstate,Jacksonville,91,85,1
2018,Kennesaw St,Stetson,95,81,1
2018,NJIT,North Florida,91,59,1
2018,Cleveland St,IUPUI,70,67,1
2018,Youngstown St,IL-Chicago,78,92,1
2018,Campbell,Charleston Southern,62,47,1
2018,High Point,Liberty,71,60,1
2018,Radford,Longwood,70,63,1
2018,Winthrop,NC-Asheville,85,58,1
2018,Florida Atlantic,Charlotte,75,64,1
2018,St Peters,Rider,84,88,1
2018,Lipscomb,FL-Gulf Coast,83,88,1
2018,Louisiana Tech,North Texas,66,65,1
2018,Georgia Tech,Virginia,48,64,1
2018,North Carolina St,Wake Forest,72,63,1
2018,Colorado,Washington St,82,73,1
2018,Samford,Wofford,89,93,1
2018,TX-Rio Grande,Utah Valley St,76,84,1
2018,Chicago St,Grand Canyon,58,86,1
2018,Kansas City,Cal St-Bakersfield,62,59,1
2018,Eastern Kentucky,Tennessee Tech,67,70,1
2018,SIU-Edwardsville,SE Missouri St,74,86,1
2018,Green Bay,Wright St,67,80,1
2018,Southern Miss,Rice,86,75,1
2018,South Alabama,Coastal Carolina,60,57,1
2018,TX-Arlington,Louisiana,65,77,1
2018,Maryland,Minnesota,77,66,1
2018,NE-Omaha,Denver,86,80,1
2018,Texas St,LA-Monroe,55,52,1
2018,Tennessee St,Austin Peay,70,56,1
2018,Eastern Illinois,TN-Martin,80,60,1
2018,Nebraska,Michigan,72,52,1
2018,Gonzaga,St Marys,71,74,1
2018,Oregon,USC,70,75,1
2018,Utah,Washington,70,62,1
2018,UC-Irvine,Cal Poly,80,73,1
2018,BYU,Loyola Marymount,82,67,1
2018,Oregon St,UCLA,69,63,1
2018,North Carolina A&T,Norfolk St,71,68,1
2018,Western Michigan,Buffalo,74,84,1
2018,Michigan St,Indiana,85,57,1
2018,Davidson,St Bonaventure,83,73,1
2018,Monmouth,Iona,73,76,1
2018,Manhattan,Canisius,59,68,1
2018,Brown,Yale,81,80,1
2018,Wisconsin,Illinois,75,50,1
2018,BYU,San Diego,74,58,1
2018,Santa Clara,Gonzaga,60,75,1
2018,Loyola Marymount,Portland,65,72,1
2018,Pacific,St Marys,69,72,1
2018,San Francisco,Pepperdine,80,73,1
2018,Kentucky,Florida,64,66,1
2018,Pennsylvania,Temple,51,60,1
2018,St Josephs,Fordham,68,46,1
2018,UMass,St Louis,47,66,1
2018,Miami-OH,Ball St,71,53,1
2018,Troy,Coastal Carolina,73,74,1
2018,Georgia St,GA-Southern,83,66,1
2018,New Mexico St,Utah Valley St,86,59,1
2018,Central Conn St,LIU-Brooklyn,72,63,1
2018,Fairleigh Dickinson,Mt St Marys,73,72,1
2018,Belmont,Austin Peay,83,59,1
2018,Northern Colorado,North Dakota,94,91,1
2018,Northern Arizona,Idaho,80,84,1
2018,Weber St,Portland St,84,79,1
2018,Columbia,Cornell,88,62,1
2018,Youngstown St,IUPUI,85,62,1
2018,WI-Milwaukee,Wright St,66,61,1
2018,Florida Intl,Charlotte,79,59,1
2018,UTSA,UTEP,65,61,1
2018,Western Kentucky,Middle Tenn St,62,66,1
2018,Marshall,UAB,86,78,1
2018,MD-Eastern Shore,North Carolina A&T,64,66,1
2018,Alcorn St,Alabama A&M,68,52,1
2018,Virginia Tech,Florida St,82,91,1
2018,Iowa,Purdue,64,87,1
2018,Minnesota,Ohio St,49,67,0
2018,UConn,Villanova,61,81,1
2018,Houston,Wichita St,73,59,1
2018,Georgetown,St Johns,93,89,1
2018,Bucknell,Holy Cross,77,56,1
2018,VCU,George Washington,87,63,1
2018,Vanderbilt,LSU,77,71,1
2018,VMI,Citadel,88,81,1
2018,IPFW,North Dakota St,92,88,1
2018,Dayton,Rhode Island,74,88,1
2018,Fairfield,Niagara,104,85,1
2018,Army,Lehigh,93,81,1
2018,Green Bay,Northern Kentucky,65,77,1
2018,North Carolina,Georgia Tech,80,66,1
2018,Northwestern,Penn St,70,61,1
2018,DePaul,Butler,67,79,1
2018,Iowa St,Texas Tech,70,52,1
2018,Oklahoma St,Oklahoma,83,81,1
2018,West Virginia,Texas,86,51,1
2018,Indiana St,Illinois St,84,54,1
2018,Eastern Michigan,Ohio,66,72,1
2018,Akron,Northern Illinois,82,67,1
2018,SIU-Edwardsville,TN-Martin,69,70,1
2018,Northeastern,Delaware,76,64,1
2018,NJIT,Jacksonville,61,63,1
2018,SC-Upstate,North Florida,80,100,1
2018,American U,Lafayette,53,62,1
2018,Navy,Boston U,68,75,1
2018,Colgate,Loyola-MD,77,72,1
2018,Florida Atlantic,Old Dominion,62,73,1
2018,Seton Hall,Xavier,64,73,1
2018,Richmond,La Salle,81,74,1
2018,Southern Utah,Eastern Washington,66,62,1
2018,Providence,Creighton,85,71,1
2018,Chicago St,Cal St-Bakersfield,78,89,1
2018,Arkansas,Ole Miss,97,93,1
2018,Bowling Green,Central Michigan,75,84,1
2018,Sacred Heart,St Francis-PA,60,73,1
2018,Cleveland St,IL-Chicago,80,87,1
2018,Clemson,Notre Dame,67,58,1
2018,Duke,Pittsburgh,81,54,1
2018,Texas A&M,Missouri,60,49,1
2018,Cincinnati,East Carolina,86,60,1
2018,Stanford,Arizona,71,73,1
2018,East Tennessee St,Western Carolina,66,50,1
2018,Central Arkansas,Abilene Christian,63,80,1
2018,Kansas St,TCU,73,68,1
2018,Drake,Missouri St,61,58,1
2018,Coll of Charleston,Hofstra,76,70,1
2018,St Francis-NY,Bryant,85,80,1
2018,Wagner,Robert Morris,62,49,1
2018,James Madison,Drexel,75,73,1
2018,Detroit Mercy,Oakland,86,92,1
2018,Delaware St,Bethune-Cookman,78,85,1
2018,Coppin St,Morgan St,80,73,1
2018,Howard,NC-Central,84,78,1
2018,South Carolina St,Norfolk St,54,78,1
2018,Southern U,Alabama St,63,61,1
2018,South Alabama,Appalachian St,83,77,1
2018,Eastern Illinois,SE Missouri St,74,86,1
2018,Morehead St,Tennessee Tech,74,55,1
2018,Furman,Samford,78,67,1
2018,Duquesne,George Mason,95,89,1
2018,Kennesaw St,FL-Gulf Coast,49,66,1
2018,NC-Greensboro,Mercer,70,66,1
2018,Colorado St,UNLV,74,79,1
2018,Lipscomb,Stetson,85,82,1
2018,Southern Miss,North Texas,85,78,1
2018,TX-Southern,Miss Valley St,91,77,1
2018,New Orleans,Incarnate Word,74,70,1
2018,TX-Arlington,LA-Monroe,71,55,1
2018,Lamar,Sam Houston St,84,77,1
2018,Texas St,Louisiana,55,80,1
2018,South Carolina,Tennessee,63,70,1
2018,Auburn,Georgia,79,65,1
2018,South Florida,UCF,69,71,1
2018,SMU,Tulane,73,62,1
2018,Colorado,Washington,62,72,1
2018,SE Louisiana,Northwestern St,85,58,1
2018,Kansas,Baylor,70,67,1
2018,AR-Little Rock,Arkansas St,62,70,1
2018,Savannah St,Hampton,103,101,1
2018,Jackson St,Grambling St,45,72,1
2018,Wofford,Chattanooga,71,67,1
2018,Toledo,Kent St,72,65,1
2018,Eastern Kentucky,Jacksonville St,60,68,1
2018,Rider,Marist,60,57,1
2018,Elon,William & Mary,73,80,1
2018,NC-Wilmington,Towson,73,71,1
2018,Dartmouth,Harvard,57,62,1
2018,New Mexico,San Diego St,79,75,1
2018,Louisiana Tech,Rice,69,54,1
2018,Tulsa,Memphis,64,51,1
2018,Oregon St,USC,67,74,1
2018,Houston Christian,McNeese St,81,86,1
2018,Western Illinois,South Dakota St,70,98,1
2018,NE-Omaha,South Dakota,71,85,1
2018,Oral Roberts,Denver,64,73,1
2018,Bradley,Evansville,66,53,1
2018,TX-Rio Grande,Seattle,76,79,1
2018,Kansas City,Grand Canyon,69,86,1
2018,Alabama,Mississippi St,68,62,1
2018,Tennessee St,Murray St,57,76,1
2018,Montana St,Montana,52,67,1
2018,Idaho St,Sacramento St,71,65,1
2018,Utah St,Wyoming,77,85,1
2018,Oregon,UCLA,94,91,1
2018,Nevada,Boise St,74,68,1
2018,UC-Santa Barbara,UC-Irvine,70,58,1
2018,California,Arizona St,73,81,1
2018,Long Beach St,Cal St-Fullerton,81,73,1
2018,Cal St-Northridge,Cal Poly,72,54,1
2018,Prairie View A&M,AR-Pine Bluff,66,72,1
2018,Hawaii,UC-Davis,77,72,1
2018,Charleston Southern,Gardner-Webb,83,68,1
2018,Louisville,Boston College,77,69,1
2018,North Carolina St,Miami-FL,81,86,1
2018,Michigan,Rutgers,62,47,1
2018,St Peters,Manhattan,57,68,1
2018,Iona,Canisius,82,84,1
2018,Hartford,Vermont,53,76,1
2018,New Hampshire,Stony Brook,53,51,1
2018,Albany,UMBC,83,39,1
2018,Binghamton,MA-Lowell,71,79,1
2018,Quinnipiac,Siena,76,69,1
2018,Campbell,Radford,59,56,1
2018,Liberty,NC-Asheville,68,84,1
2018,Longwood,High Point,55,75,1
2018,Southern Illinois,Northern Iowa,64,53,1
2018,Valparaiso,Loyola-Chicago,54,70,1
2018,Presbyterian,Winthrop,68,81,1
2018,Wake Forest,Virginia,49,59,1
2018,Utah,Washington St,82,69,1
2018,Morgan St,Delaware St,61,47,1
2018,Southern U,Alabama A&M,62,61,1
2018,TX-Southern,AR-Pine Bluff,72,74,1
2018,Alcorn St,Alabama St,81,64,1
2018,Virginia Tech,North Carolina,80,69,1
2018,Indiana,Maryland,71,68,1
2018,Texas,Iowa St,73,57,1
2018,American U,Holy Cross,57,60,1
2018,Howard,North Carolina A&T,90,88,1
2018,MD-Eastern Shore,NC-Central,60,63,1
2018,South Carolina St,Hampton,84,91,1
2018,Ohio St,Nebraska,64,59,1
2018,Savannah St,Norfolk St,104,99,1
2018,Prairie View A&M,Miss Valley St,93,77,1
2018,Illinois,Michigan St,74,87,1
2018,Baylor,Kansas St,83,90,1
2018,TCU,West Virginia,82,73,1
2018,Troy,Appalachian St,81,79,1
2018,St Louis,VCU,74,75,1
2018,Western Michigan,Toledo,81,85,1
2018,Kent St,Ball St,88,80,1
2018,Northern Illinois,Bowling Green,93,62,1
2018,LSU,Texas A&M,77,65,1
2018,Georgia,Arkansas,77,80,1
2018,Villanova,Providence,89,69,1
2018,Virginia,Clemson,61,36,1
2018,Iowa,Wisconsin,85,67,1
2018,Tennessee,Vanderbilt,67,62,1
2018,Oklahoma,Kansas,85,80,1
2018,Texas Tech,Oklahoma St,75,70,1
2018,Dayton,Davidson,65,64,1
2018,Akron,Ohio,71,68,1
2018,Buffalo,Eastern Michigan,83,69,1
2018,Central Michigan,Miami-OH,61,70,1
2018,Fairfield,Rider,88,90,1
2018,Liberty,Campbell,85,94,1
2018,Bradley,Missouri St,72,52,1
2018,Ole Miss,Alabama,78,66,1
2018,St Johns,Creighton,63,68,1
2018,Wake Forest,Duke,70,84,1
2018,Minnesota,Northwestern,69,77,1
2018,Kentucky,Mississippi St,78,65,1
2018,Fresno St,UNLV,69,63,1
2018,Chattanooga,Samford,78,71,1
2018,Duquesne,Richmond,73,77,1
2018,NC-Asheville,Gardner-Webb,65,60,1
2018,Xavier,Marquette,89,70,1
2018,Florida St,Georgia Tech,88,77,1
2018,Syracuse,Boston College,81,63,1
2018,Rutgers,Nebraska,54,60,1
2018,Florida,South Carolina,72,77,1
2018,VMI,Wofford,46,63,1
2018,East Tennessee St,Mercer,84,75,1
2018,NC-Greensboro,Furman,71,61,1
2018,Fordham,Rhode Island,58,78,1
2018,St Bonaventure,St Josephs,70,67,1
2018,Vermont,Albany,61,50,1
2018,UMBC,Binghamton,69,57,1
2018,La Salle,UMass,87,72,1
2018,Niagara,Manhattan,72,63,1
2018,Maine,New Hampshire,69,68,1
2018,MA-Lowell,Stony Brook,82,79,1
2018,North Florida,FL-Gulf Coast,87,96,1
2018,Jacksonville,Stetson,76,69,1
2018,Kennesaw St,NJIT,60,66,1
2018,Army,Colgate,78,81,1
2018,Lafayette,Boston U,72,75,1
2018,Navy,Bucknell,67,87,1
2018,Lehigh,Loyola-MD,88,91,1
2018,High Point,Radford,76,78,1
2018,Longwood,Winthrop,78,95,1
2018,Miami-FL,Louisville,78,75,1
2018,Northwestern St,New Orleans,67,73,1
2018,Sam Houston St,SE Louisiana,75,65,1
2018,Lipscomb,SC-Upstate,92,78,1
2018,Charleston Southern,Presbyterian,49,57,1
2018,Texas A&M-CC,Abilene Christian,80,66,1
2018,Central Arkansas,Stephen F Austin,100,92,1
2018,Houston Christian,Incarnate Word,102,86,1
2018,Lamar,Nicholls St,74,79,1
2018,South Dakota,South Dakota St,87,68,1
2018,Northern Iowa,Illinois St,83,72,1
2018,Southern Illinois,Indiana St,82,77,1
2018,Valparaiso,Evansville,65,75,1
2018,Drake,Loyola-Chicago,57,80,1
2018,Georgetown,DePaul,73,74,1
2018,Pittsburgh,North Carolina St,68,72,1
2018,Illinois,Indiana,73,71,1
2018,Missouri,Auburn,73,91,1
2018,Cincinnati,Temple,75,42,1
2018,USC,Stanford,69,64,1
2018,Utah St,Air Force,71,49,1
2018,Boise St,San Jose St,94,71,1
2018,UC-Irvine,UC-Riverside,79,40,1
2018,San Diego St,Colorado St,97,78,1
2018,Wyoming,Nevada,104,103,1
2018,Pepperdine,Loyola Marymount,71,70,1
2018,San Francisco,Pacific,69,67,1
2018,San Diego,Santa Clara,66,58,1
2018,Austin Peay,Eastern Kentucky,90,84,1
2018,Montana,Southern Utah,71,47,1
