season,home_team,away_team,home_score,away_score,location
2018,Alcorn St,Yale,73,87,1
2018,Fairleigh Dickinson,Holy Cross,87,76,1
2018,Maine,Boston U,69,78,1
2018,Stony Brook,Brown,77,64,1
2018,Western Kentucky,Villanova,58,66,0
2018,MA-Lowell,LIU-Brooklyn,74,66,1
2018,Boston College,Colgate,83,79,1
2018,James Madison,Appalachian St,105,99,1
2018,Texas Tech,Wofford,79,56,1
2018,Sam Houston St,Central Michigan,60,71,0
2018,Arizona,North Carolina St,84,90,0
2018,Indiana,Arkansas St,87,70,1
2018,South Florida,Howard,75,52,1
2018,Providence,Belmont,66,65,1
2018,East Tennessee St,Troy,65,73,1
2018,Dartmouth,Albany,73,91,1
2018,Princeton,Lafayette,60,46,1
2018,Georgia Tech,TX-Rio Grande,78,68,1
2018,Kentucky,IPFW,86,67,1
2018,Tulane,Miami-OH,80,59,1
2018,SIU-Edwardsville,Western Illinois,67,69,1
2018,North Dakota St,Florida A&M,80,66,1
2018,Marshall,NC-Central,92,84,1
2018,South Alabama,Stetson,77,81,1
2018,New Mexico St,Colorado St,89,76,1
2018,Santa Clara,Idaho,59,69,0
2018,SMU,Northern Iowa,58,61,0
2018,USC,Lehigh,88,63,1
2018,AR-Pine Bluff,Texas St,54,71,0
2018,San Jose St,Idaho St,62,54,1
2018,Cal St-Northridge,Binghamton,65,70,0
2018,Coll of Charleston,Cal Poly,68,73,0
2018,Wyoming,Cincinnati,53,78,0
2018,Eastern Kentucky,Eastern Washington,62,83,0
2018,George Mason,Fresno St,73,79,0
2018,UAB,Iowa,85,95,0
2018,Richmond,Louisiana,76,82,0
2018,Evansville,Louisiana Tech,61,63,0
2018,LSU,Marquette,84,94,0
2018,VCU,Michigan,60,68,0
2018,Florida Atlantic,Missouri St,60,71,0
2018,SE Missouri St,Montana St,82,88,0
2018,Manhattan,Northern Illinois,68,70,0
2018,Wichita St,Notre Dame,66,67,0
2018,Rice,Ole Miss,62,79,0
2018,Kansas City,Pennsylvania,65,68,0
2018,Georgia St,Prairie View A&M,56,71,0
2018,Buffalo,South Dakota St,24,94,0
2018,Utah,UNLV,58,85,0
2018,Presbyterian,Nicholls St,64,76,1
2018,UMBC,Chicago St,84,73,1
2018,Northern Arizona,Hampton,66,76,0
2018,Long Beach St,Missouri,58,95,0
2018,Oregon St,St Johns,77,82,0
2018,Portland,North Carolina,78,102,0
2018,Vanderbilt,Virginia,42,68,0
2018,Harvard,St Marys,71,89,1
2018,Portland St,Duke,81,99,0
2018,Oklahoma,Arkansas,83,92,0
2018,George Washington,Xavier,64,83,0
2018,Nebraska,UCF,59,68,0
2018,Seton Hall,Rhode Island,74,75,0
2018,St Josephs,Washington St,71,75,0
2018,Butler,Texas,48,61,0
2018,Kansas St,Arizona St,90,92,0
2018,Marist,West Virginia,78,84,0
2018,Oregon,UConn,63,71,0
2018,Stanford,Florida,87,108,0
2018,UC-Irvine,Rider,82,90,0
2018,Cal St-Fullerton,Georgia,57,64,1
2018,DePaul,Michigan St,51,73,0
2018,Ohio St,Gonzaga,59,86,0
2018,Sam Houston St,Coll of Charleston,49,59,0
2018,North Carolina St,Northern Iowa,60,64,0
2018,Arizona,SMU,60,66,0
2018,Tennessee,Villanova,76,85,0
2018,Purdue,Western Kentucky,73,77,0
2018,Clemson,TX-Southern,84,77,1
2018,UMass,Minnesota,51,69,0
2018,Texas A&M,Pepperdine,81,65,1
2018,Auburn,Winthrop,119,85,1
2018,Sacramento St,San Diego St,52,89,1
2018,Georgia,San Diego St,68,75,0
2018,South Florida,Arkansas St,72,61,1
2018,UTSA,Texas A&M-CC,72,58,1
2018,Youngstown St,Northern Colorado,67,80,0
2018,Jackson St,MD-Eastern Shore,63,66,0
2018,Rutgers,East Carolina,61,47,1
2018,New Hampshire,Furman,64,78,0
2018,NE-Omaha,Tennessee Tech,85,86,0
2018,Samford,SE Louisiana,71,77,1
2018,Campbell,Abilene Christian,80,85,1
2018,Northeastern,Utah St,67,71,0
2018,BYU,Alabama,59,71,0
2018,Penn St,Oral Roberts,86,48,1
2018,Washington,Seattle,89,84,1
2018,Hartford,Bryant,73,78,1
2018,Georgia Tech,North Texas,63,49,1
2018,Cornell,Toledo,80,77,1
2018,St Francis-NY,Navy,76,85,0
2018,Niagara,Alabama A&M,96,74,1
2018,Indiana,Eastern Michigan,87,67,1
2018,Fairfield,Jacksonville,84,92,0
2018,NC-Wilmington,Loyola-Chicago,78,102,0
2018,SC-Upstate,Bowling Green,74,83,0
2018,Cleveland St,Central Conn St,73,74,1
2018,Norfolk St,Robert Morris,53,75,0
2018,Southern Miss,South Dakota,71,84,0
2018,Louisville,St Francis-PA,84,72,1
2018,Wake Forest,NC-Greensboro,81,75,1
2018,Western Carolina,TX-Arlington,65,89,0
2018,New Mexico,TCU,67,69,0
2018,FL-Gulf Coast,Denver,79,71,1
2018,Ohio,Mt St Marys,96,77,1
2018,Green Bay,Florida A&M,57,50,1
2018,Wright St,Gardner-Webb,67,47,1
2018,Charlotte,High Point,70,67,1
2018,Illinois,NC-Central,86,73,1
2018,Kent St,Valparaiso,67,77,0
2018,Florida St,Citadel,113,78,1
2018,Utah,Eastern Washington,85,69,1
2018,Kansas,Oakland,102,59,1
2018,Northwestern,Sacred Heart,81,50,1
2018,Wisconsin,WI-Milwaukee,71,49,1
2018,Pacific,AR-Pine Bluff,78,69,1
2018,Colorado St,Northwestern St,72,60,1
2018,Maryland,St Bonaventure,61,63,0
2018,UC-Santa Barbara,Prairie View A&M,69,66,1
2018,Texas St,Canisius,62,68,0
2018,Xavier,Arizona St,86,102,0
2018,Portland St,Butler,69,71,0
2018,Idaho,Cal St-Bakersfield,62,64,0
2018,Sacramento St,Cal St-Fullerton,63,68,0
2018,Cal Poly,Central Michigan,53,56,0
2018,Texas,Duke,78,85,0
2018,Gonzaga,Florida,105,111,0
2018,St Josephs,Harvard,71,77,0
2018,George Washington,Kansas St,59,67,0
2018,Oregon St,Long Beach St,69,74,0
2018,UConn,Michigan St,57,77,0
2018,St Johns,Missouri,82,90,0
2018,Marist,Nebraska,59,84,0
2018,Hawaii,Nevada,54,67,1
2018,Arkansas,North Carolina,68,87,0
2018,Stanford,Ohio St,71,79,0
2018,Portland,Oklahoma,71,93,0
2018,DePaul,Oregon,79,89,0
2018,Chicago St,Presbyterian,73,75,0
2018,Arizona,Purdue,64,89,0
2018,Rhode Island,Virginia,55,70,0
2018,Hampton,Rider,80,94,0
2018,Vanderbilt,Seton Hall,59,72,0
2018,North Carolina St,Tennessee,58,67,0
2018,Northern Arizona,UC-Irvine,71,77,0
2018,UMBC,Nicholls St,89,35,1
2018,Northern Iowa,Villanova,50,64,0
2018,St Marys,Washington St,79,84,0
2018,UCF,West Virginia,45,83,0
2018,SMU,Western Kentucky,61,63,0
2018,Virginia Tech,Morehead St,96,63,1
2018,Pittsburgh,Lehigh,80,68,1
2018,Alabama,Minnesota,84,89,0
2018,Miami-FL,North Florida,86,65,1
2018,Memphis,Northern Kentucky,76,74,1
2018,Tulsa,Central Arkansas,92,72,1
2018,Richmond,Georgetown,76,82,1
2018,Miss Valley St,SE Louisiana,59,73,0
2018,Illinois St,Charleston Southern,62,64,1
2018,Dayton,Akron,73,60,1
2018,New Mexico St,UTEP,72,63,1
2018,Brown,LIU-Brooklyn,94,86,1
2018,UNLV,Southern Utah,101,82,1
2018,NJIT,Drexel,65,53,1
2018,Radford,James Madison,69,68,1
2018,Indiana St,Ball St,85,93,1
2018,New Hampshire,Utah St,63,77,0
2018,Holy Cross,Albany,62,78,1
2018,Bradley,GA-Southern,62,57,1
2018,Campbell,Bowling Green,72,78,1
2018,Siena,Hofstra,85,76,1
2018,Yale,Vermont,73,79,1
2018,Colgate,Columbia,77,71,1
2018,UMass,BYU,66,68,0
2018,Gardner-Webb,Fairfield,64,75,0
2018,Northeastern,Furman,67,78,0
2018,Texas Tech,Savannah St,103,69,1
2018,North Dakota,Utah Valley St,75,83,1
2018,East Tennessee St,IPFW,83,73,1
2018,American U,VMI,69,64,1
2018,St Francis-NY,Denver,50,60,0
2018,AR-Little Rock,Robert Morris,64,78,1
2018,Creighton,SIU-Edwardsville,103,66,1
2018,Abilene Christian,SC-Upstate,78,88,0
2018,Kent St,Loyola-Chicago,60,75,0
2018,Wright St,Jacksonville,68,44,1
2018,Youngstown St,Southern Miss,64,71,0
2018,Appalachian St,Davidson,78,62,1
2018,Kennesaw St,Tennessee St,74,77,1
2018,Monmouth,Pennsylvania,96,101,1
2018,William & Mary,Old Dominion,79,77,1
2018,FL-Gulf Coast,Navy,70,54,1
2018,South Dakota,Northern Colorado,62,63,0
2018,NC-Wilmington,Valparaiso,70,79,0
2018,Providence,Boston College,86,66,1
2018,Houston,Incarnate Word,97,58,1
2018,North Dakota St,Stetson,94,58,1
2018,Murray St,Southern Illinois,81,73,1
2018,TX-Rio Grande,Grambling St,76,82,1
2018,Boise St,Loyola Marymount,68,48,1
2018,Pacific,Texas St,78,85,1
2018,Iowa St,Western Illinois,70,45,1
2018,Grand Canyon,San Diego,62,72,1
2018,AR-Pine Bluff,Canisius,58,81,0
2018,Cal St-Bakersfield,Central Michigan,72,75,0
2018,Cal Poly,Idaho,66,75,0
2018,NE-Omaha,Jackson St,73,75,0
2018,New Mexico,Maryland,65,80,0
2018,Santa Clara,Sam Houston St,59,73,0
2018,St Bonaventure,TCU,79,89,0
2018,MD-Eastern Shore,Tennessee Tech,60,90,0
2018,Niagara,TX-Arlington,90,95,0
2018,Alabama A&M,Western Carolina,72,82,0
2018,Mississippi St,Jacksonville St,59,56,1
2018,Kentucky,IL-Chicago,107,73,1
2018,South Florida,Eastern Michigan,47,65,1
2018,Austin Peay,Miami-OH,86,61,1
2018,Lafayette,St Peters,82,86,1
2018,Winthrop,South Carolina St,86,61,1
2018,Georgia St,Tulane,70,59,1
2018,Denver,Navy,71,79,0
2018,Southern Miss,Northern Colorado,63,77,0
2018,Bowling Green,Abilene Christian,83,88,0
2018,Gardner-Webb,Jacksonville,99,106,0
2018,Fordham,Manhattan,70,57,1
2018,Fairleigh Dickinson,Princeton,76,83,1
2018,Hartford,Wagner,50,72,1
2018,Quinnipiac,Maine,72,78,1
2018,Stony Brook,Bucknell,76,85,1
2018,MA-Lowell,Loyola-MD,83,75,1
2018,Samford,Miss Valley St,83,70,1
2018,Oklahoma St,Houston Christian,101,74,1
2018,Stephen F Austin,Florida A&M,79,63,1
2018,Youngstown St,South Dakota,53,81,0
2018,Drake,Chicago St,79,67,1
2018,SE Missouri St,NC-Central,70,77,1
2018,Fresno St,Montana St,80,67,1
2018,Wright St,Fairfield,57,56,1
2018,Michigan,UC-Riverside,87,42,1
2018,East Carolina,North Carolina A&T,81,87,1
2018,Colorado,Air Force,81,69,1
2018,AR-Little Rock,Norfolk St,70,55,1
2018,Campbell,SC-Upstate,93,74,1
2018,South Alabama,New Orleans,55,52,1
2018,NC-Asheville,Wofford,85,65,1
2018,La Salle,Temple,87,83,1
2018,TN-Martin,Kansas City,27,65,1
2018,Pacific,Canisius,80,58,1
2018,UCLA,UC-Irvine,87,63,1
2018,Bryant,Brown,67,81,1
2018,FL-Gulf Coast,St Francis-NY,75,51,1
2018,Washington,UC-Davis,77,70,1
2018,USC,Texas A&M,59,75,1
2018,UConn,Arkansas,67,102,0
2018,Ohio St,Butler,66,67,0
2018,Cal St-Fullerton,Harvard,70,61,1
2018,Portland,DePaul,69,82,0
2018,Florida,Duke,84,87,0
2018,St Marys,Georgia,81,83,0
2018,Texas,Gonzaga,71,76,0
2018,North Carolina,Michigan St,45,63,0
2018,Long Beach St,Nebraska,80,85,0
2018,Oregon,Oklahoma,42,90,0
2018,Marist,Oregon St,46,65,0
2018,Stanford,Portland St,78,87,0
2018,UCF,St Johns,43,46,0
2018,Sacramento St,St Josephs,69,74,0
2018,San Diego St,Washington St,86,93,0
2018,Missouri,West Virginia,79,83,0
2018,Florida Intl,South Carolina,61,78,1
2018,Duquesne,Cornell,71,78,1
2018,Troy,Delaware St,95,64,1
2018,Belmont,Lipscomb,66,74,1
2018,Old Dominion,MD-Eastern Shore,83,44,1
2018,Syracuse,Maryland,72,70,1
2018,Cincinnati,Alabama St,83,51,1
2018,Monmouth,Albany,81,73,1
2018,Mt St Marys,Morgan St,63,69,1
2018,Niagara,Army,77,71,1
2018,Delaware,Yale,66,76,1
2018,Liberty,Howard,75,55,1
2018,Marquette,Eastern Illinois,86,83,1
2018,Central Arkansas,Morehead St,82,78,1
2018,Oral Roberts,Oakland,86,93,1
2018,Green Bay,Stetson,71,83,1
2018,North Texas,Grambling St,82,77,1
2018,Virginia,Wisconsin,49,37,1
2018,UTEP,Lamar,52,66,1
2018,Seattle,Idaho St,73,67,1
2018,Pittsburgh,High Point,71,63,1
2018,LA-Monroe,Jackson St,65,52,1
2018,Ole Miss,South Dakota St,97,99,1
2018,Vanderbilt,Radford,74,62,1
2018,Louisiana,McNeese St,89,78,1
2018,Charlotte,Davidson,70,85,1
2018,VCU,Appalachian St,85,72,1
2018,St Louis,Western Michigan,51,65,1
2018,Xavier,Baylor,76,63,1
2018,Rutgers,Florida St,73,78,1
2018,Georgia Tech,Northwestern,52,51,1
2018,Presbyterian,NC-Greensboro,74,72,1
2018,Akron,Chattanooga,75,70,1
2018,IPFW,Detroit Mercy,91,82,1
2018,Rhode Island,Brown,86,62,1
2018,Ohio,Iona,88,93,1
2018,NJIT,LIU-Brooklyn,73,69,1
2018,Dartmouth,Loyola-MD,64,63,1
2018,Charleston Southern,VMI,68,76,1
2018,Purdue,Louisville,66,57,1
2018,SMU,TX-Rio Grande,95,64,1
2018,Tulsa,UTSA,100,96,1
2018,Wichita St,Savannah St,112,66,1
2018,Kansas,Toledo,96,58,1
2018,Western Illinois,IUPUI,90,77,1
2018,Missouri St,Colorado St,77,67,1
2018,Georgetown,Maine,76,55,1
2018,Stephen F Austin,North Dakota St,54,50,1
2018,Wake Forest,Illinois,80,73,1
2018,Washington,Kennesaw St,85,71,1
2018,Boise St,Loyola-Chicago,87,53,1
2018,Virginia Tech,Iowa,79,55,1
2018,San Francisco,UC-Santa Barbara,72,79,1
2018,California,Cal St-Northridge,83,63,1
2018,Valparaiso,Utah St,72,65,1
2018,Gonzaga,Incarnate Word,103,68,1
2018,Tennessee,Mercer,84,60,1
2018,Dayton,Auburn,60,73,1
2018,Alabama,Louisiana Tech,77,74,1
2018,AR-Little Rock,Central Arkansas,71,65,1
2018,George Washington,Morgan St,73,66,1
2018,St Josephs,Bucknell,83,70,1
2018,Northern Illinois,WI-Milwaukee,62,75,1
2018,Troy,IL-Chicago,87,66,1
2018,Alabama A&M,Georgia St,53,63,1
2018,Youngstown St,Robert Morris,74,81,1
2018,MA-Lowell,Sacred Heart,80,87,1
2018,Western Kentucky,Eastern Kentucky,83,51,1
2018,Drexel,Lafayette,68,67,1
2018,NC-Asheville,SC-Upstate,82,70,1
2018,North Carolina St,Penn St,85,78,1
2018,Ohio St,Clemson,65,79,1
2018,UConn,Columbia,77,73,1
2018,Providence,Rider,88,34,1
2018,Villanova,Pennsylvania,90,28,1
2018,Coastal Carolina,Wofford,81,87,1
2018,Fordham,East Tennessee St,77,82,1
2018,Furman,Winthrop,74,93,1
2018,Indiana St,Air Force,74,64,1
2018,James Madison,George Mason,72,76,1
2018,Siena,St Bonaventure,55,75,1
2018,Richmond,Vermont,65,71,1
2018,Albany,Colgate,75,69,1
2018,Quinnipiac,UMass,68,66,1
2018,Niagara,Buffalo,87,106,1
2018,Norfolk St,Kent St,70,79,1
2018,North Florida,Eastern Michigan,84,81,1
2018,Bowling Green,San Jose St,85,79,1
2018,Cleveland St,Arkansas St,75,72,1
2018,St Peters,Fairleigh Dickinson,77,53,1
2018,St Francis-PA,American U,100,89,1
2018,Tennessee Tech,Lipscomb,86,80,1
2018,William & Mary,Marshall,114,104,1
2018,New Hampshire,Boston U,69,70,1
2018,North Carolina,Michigan,86,71,1
2018,Delaware St,Binghamton,64,85,1
2018,LSU,TN-Martin,84,60,1
2018,Houston,New Orleans,75,66,1
2018,Tulane,Alcorn St,81,65,1
2018,Arizona,Long Beach St,91,56,1
2018,Texas St,Texas A&M-CC,66,53,1
2018,Kansas St,Oral Roberts,77,68,1
2018,Oklahoma St,Austin Peay,79,63,1
2018,Texas,Florida A&M,82,58,1
2018,NE-Omaha,Drake,75,73,1
2018,Southern Illinois,SIU-Edwardsville,86,59,1
2018,Northern Iowa,UNLV,77,68,1
2018,TX-Arlington,Rice,69,49,1
2018,Yale,Bryant,84,67,1
2018,Princeton,Lehigh,76,85,1
2018,South Alabama,Southern Miss,69,58,1
2018,Minnesota,Miami-FL,81,86,1
2018,Nebraska,Boston College,71,62,1
2018,Utah Valley St,BYU,58,85,1
2018,Marquette,Chicago St,95,69,1
2018,TCU,Belmont,87,76,1
2018,Denver,Wyoming,88,78,1
2018,New Mexico,Evansville,78,59,1
2018,UC-Davis,Northern Colorado,56,51,1
2018,Indiana,Duke,81,91,1
2018,Pepperdine,Southern Utah,82,88,1
2018,Stanford,Montana,70,54,1
2018,UCLA,Cal St-Bakersfield,75,66,1
2018,Nevada,Illinois St,98,68,1
2018,Texas A&M,TX-Rio Grande,78,60,1
2018,UAB,Memphis,71,56,1
2018,UTEP,New Mexico St,60,80,1
2018,LIU-Brooklyn,Hartford,79,78,1
2018,Texas Tech,Seton Hall,79,89,0
2018,Michigan St,Notre Dame,81,63,1
2018,Mississippi St,North Dakota St,83,59,1
2018,Elon,South Florida,79,78,1
2018,Coll of Charleston,Western Carolina,69,60,1
2018,West Virginia,NJIT,102,69,1
2018,Central Conn St,North Carolina A&T,72,59,1
2018,Jacksonville St,Alabama St,77,69,1
2018,Northeastern,Harvard,77,61,1
2018,Stetson,Campbell,78,85,1
2018,Oakland,TX-Southern,97,87,1
2018,Jacksonville,Bethune-Cookman,66,77,1
2018,East Carolina,NC-Wilmington,93,88,1
2018,Oklahoma,North Texas,82,72,1
2018,Kansas City,South Dakota,63,82,1
2018,South Carolina,Temple,60,76,0
2018,UCF,Missouri,59,62,1
2018,UC-Riverside,Pacific,55,57,1
2018,San Diego,San Diego St,57,66,1
2018,Santa Clara,Northern Arizona,89,57,1
2018,Fresno St,Weber St,83,71,1
2018,Seattle,Kennesaw St,66,54,1
2018,Duquesne,Pittsburgh,64,76,0
2018,Oregon,Boise St,70,73,1
2018,Nicholls St,Louisiana,80,105,1
2018,La Salle,Towson,60,67,0
2018,Holy Cross,Manhattan,54,70,0
2018,Citadel,Marist,91,100,1
2018,UMBC,Army,70,81,0
2018,Maryland,Purdue,75,80,1
2018,Ohio,Coppin St,80,37,1
2018,Central Michigan,Jackson St,70,63,1
2018,Wagner,Fairfield,78,76,1
2018,Navy,Delaware,82,76,1
2018,Georgia Tech,Grambling St,63,64,1
2018,Davidson,North Carolina,75,85,0
2018,Bradley,Eastern Illinois,67,56,1
2018,Northwestern,Illinois,72,68,1
2018,Gonzaga,Creighton,91,74,1
2018,North Carolina St,South Carolina St,103,71,1
2018,Ole Miss,Virginia Tech,80,83,1
2018,Utah St,BYU,66,75,1
2018,South Carolina,UMass,76,70,1
2018,Marquette,Georgia,66,73,1
2018,Illinois St,Tulsa,65,58,1
2018,Rhode Island,Providence,75,68,1
2018,Coastal Carolina,Lamar,67,69,1
2018,Western Illinois,Miami-OH,73,76,1
2018,VCU,Old Dominion,82,75,1
2018,Kent St,Cleveland St,72,62,1
2018,Marshall,Akron,86,64,1
2018,Chicago St,Northern Illinois,77,95,1
2018,Florida Intl,South Alabama,87,58,1
2018,Austin Peay,Alabama A&M,67,47,1
2018,Belmont,Green Bay,86,75,1
2018,Elon,St Peters,71,65,1
2018,WI-Milwaukee,Montana St,64,68,1
2018,Savannah St,William & Mary,85,108,1
2018,UTEP,New Mexico,88,76,1
2018,MD-Eastern Shore,American U,74,70,1
2018,Western Kentucky,Wright St,78,60,1
2018,Virginia,Lehigh,75,54,1
2018,Xavier,Cincinnati,89,76,1
2018,Toledo,TX-Southern,71,69,1
2018,Michigan,Indiana,69,55,1
2018,Colorado St,Colorado,72,63,1
2018,VMI,Radford,50,63,1
2018,Liberty,NC-Greensboro,75,76,1
2018,New Hampshire,Bryant,75,59,1
2018,Iona,Fairleigh Dickinson,82,75,1
2018,Baylor,Wichita St,62,69,1
2018,Butler,St Louis,75,45,1
2018,DePaul,Youngstown St,89,73,1
2018,Fordham,Maine,67,66,1
2018,Buffalo,St Bonaventure,62,73,1
2018,Binghamton,Colgate,76,65,1
2018,Ball St,IUPUI,41,23,1
2018,Western Michigan,Oakland,73,78,1
2018,Brown,Central Conn St,62,68,1
2018,Siena,Robert Morris,76,74,1
2018,Lafayette,Quinnipiac,79,58,1
2018,Washington St,UC-Davis,67,81,1
2018,Denver,Air Force,59,61,1
2018,Rice,TX-Rio Grande,67,69,1
2018,Duke,South Dakota,96,80,1
2018,Kentucky,Harvard,79,70,1
2018,Wake Forest,Richmond,82,53,1
2018,UConn,Monmouth,84,81,1
2018,AR-Little Rock,Oral Roberts,66,74,1
2018,Southern Illinois,San Jose St,76,58,1
2018,Loyola-Chicago,IL-Chicago,85,61,1
2018,Mt St Marys,Loyola-MD,80,75,1
2018,Canisius,Dartmouth,73,60,1
2018,Drexel,Rider,89,77,1
2018,Northeastern,Cornell,84,66,1
2018,Presbyterian,North Carolina A&T,73,70,1
2018,St Johns,Sacred Heart,90,55,1
2018,Stephen F Austin,LA-Monroe,68,65,1
2018,Wisconsin,Ohio St,58,83,1
2018,Iowa,Penn St,73,77,1
2018,Oregon St,Loyola Marymount,78,74,1
2018,East Carolina,Delaware St,63,57,1
2018,Memphis,Mercer,83,81,1
2018,Chattanooga,TN-Martin,66,63,1
2018,Furman,Tennessee Tech,64,50,1
2018,TCU,Yale,92,66,1
2018,Syracuse,Kansas,60,76,0
2018,St Josephs,Villanova,53,94,1
2018,Wyoming,Drake,96,89,1
2018,Norfolk St,Bowling Green,77,92,1
2018,Eastern Kentucky,Jacksonville,70,65,1
2018,Hartford,Boston College,61,73,1
2018,Appalachian St,South Florida,84,61,1
2018,Utah,Hawaii,80,60,1
2018,Albany,Columbia,86,82,1
2018,Stony Brook,St Francis-PA,85,83,1
2018,NC-Central,SE Missouri St,77,86,1
2018,Northern Kentucky,Morehead St,86,49,1
2018,James Madison,Charlotte,87,82,1
2018,Bucknell,Vermont,81,77,1
2018,Long Beach St,Fresno St,70,106,1
2018,FL-Gulf Coast,Middle Tenn St,76,81,1
2018,Gardner-Webb,SC-Upstate,87,66,1
2018,Florida Atlantic,Bethune-Cookman,93,75,1
2018,Houston,Arkansas,91,65,1
2018,Princeton,Miami-FL,52,80,0
2018,Houston Christian,Texas St,71,52,1
2018,South Dakota St,Missouri St,53,73,1
2018,TX-Arlington,North Texas,65,60,1
2018,Murray St,Florida A&M,80,59,1
2018,Tennessee St,Lipscomb,86,95,1
2018,Arizona St,San Francisco,75,57,1
2018,Grand Canyon,UC-Riverside,68,56,1
2018,Utah Valley St,UTSA,88,80,1
2018,Cal Poly,Pepperdine,91,81,1
2018,UC-Santa Barbara,San Diego,67,57,1
2018,Santa Clara,AR-Pine Bluff,72,57,1
2018,SMU,USC,72,55,1
2018,UNLV,Arizona,88,91,1
2018,Cal St-Bakersfield,Northern Arizona,52,60,1
2018,UC-Irvine,Nevada,65,76,1
2018,California,St Marys,63,74,1
2018,Marist,Army,75,82,0
2018,Holy Cross,La Salle,54,58,0
2018,Manhattan,Towson,55,56,0
2018,Citadel,UMBC,72,98,1
2018,Clemson,NC-Asheville,83,52,1
2018,Auburn,George Mason,79,63,1
2018,Vanderbilt,Kansas St,79,84,1
2018,George Washington,Temple,71,67,1
2018,Nicholls St,Idaho,68,79,1
2018,New Mexico St,Prairie View A&M,69,57,1
2018,Navy,Morgan St,66,59,1
2018,North Carolina,Tulane,97,73,1
2018,Notre Dame,St Francis-NY,71,53,1
2018,Alabama,UCF,62,65,1
2018,Jacksonville St,Samford,89,58,1
2018,IPFW,SIU-Edwardsville,86,71,1
2018,NJIT,MA-Lowell,78,65,1
2018,Oklahoma St,Miss Valley St,83,62,1
2018,Louisville,Seton Hall,77,79,1
2018,Purdue,Northwestern,74,69,1
2018,Boise St,Portland,77,54,1
2018,Seattle,Eastern Washington,84,65,1
2018,Michigan St,Nebraska,86,57,1
2018,Long Beach St,Stanford,76,68,1
2018,Georgia Tech,Tennessee,70,77,1
2018,Minnesota,Rutgers,89,67,1
2018,San Diego St,Bradley,75,52,1
2018,Georgetown,Coppin St,76,60,1
2018,Washington,NE-Omaha,86,73,1
2018,Illinois,Maryland,91,92,1
2018,Mississippi St,Dayton,61,59,1
2018,UCLA,Detroit Mercy,106,73,1
2018,Montana,Cal St-Northridge,86,68,1
2018,Western Carolina,Appalachian St,72,71,1
2018,Duquesne,MD-Eastern Shore,86,61,1
2018,Coll of Charleston,High Point,70,58,1
2018,LIU-Brooklyn,Stony Brook,75,71,1
2018,Howard,Pennsylvania,68,81,1
2018,Ohio St,Michigan,71,62,1
2018,Penn St,Wisconsin,63,64,1
2018,East Carolina,Campbell,69,66,1
2018,Georgia St,Liberty,74,77,1
2018,Columbia,Quinnipiac,87,89,1
2018,Indiana,Iowa,77,64,1
2018,Baylor,Sam Houston St,84,56,1
2018,Oklahoma,UTSA,97,85,1
2018,North Dakota St,Missouri St,58,71,1
2018,Lipscomb,Belmont,69,54,1
2018,Florida,Florida St,66,83,1
2018,Iowa St,Northern Illinois,94,80,1
2018,San Francisco,Central Arkansas,78,76,1
2018,St Marys,Sacramento St,70,54,1
2018,UConn,Syracuse,63,72,0
2018,Charlotte,Wake Forest,57,80,1
2018,Miami-FL,Boston U,69,54,1
2018,Missouri,Miami-OH,70,51,1
2018,Georgia,Winthrop,87,82,1
2018,Marshall,Chattanooga,70,66,1
2018,Troy,UAB,78,90,1
2018,Sacred Heart,Dartmouth,79,73,1
2018,Citadel,James Madison,84,82,1
2018,West Virginia,Virginia,68,61,1
2018,Notre Dame,Ball St,77,80,1
2018,Pittsburgh,Mt St Marys,82,78,1
2018,Rutgers,Michigan St,52,62,1
2018,Gonzaga,Villanova,72,88,0
2018,Marquette,Vermont,91,81,1
2018,Davidson,VMI,74,51,1
2018,VCU,Texas,67,71,1
2018,Bowling Green,Evansville,76,91,1
2018,Central Michigan,Montana St,75,44,1
2018,Wagner,MA-Lowell,90,72,1
